Site_ID,Planned_Kiosk_Type,Installation_Status,PPT_ID,Legacy_ID,Borough,Council_District,Community_Board,Street_Address,Cross_Street_1,Cross_Street_2,IxN_Corner,Postcode,Zoning,Latitude,Longitude,Installation_Complete,Activation_Complete,Neighborhood_Tabulation_Area_(NTA),Building_Identification_Number_(BIN),Borough-Block-Lot_(BBL),Census_Tract_(CT),Location
qu-01-125086,Link1.0,Live,125086,qu-01-125086,Queens,22,401,32-21 BROADWAY,33 STREET,32 STREET,NW,11106,C4-2A,40.761341,-73.92387,3/25/17,6/14/17,Astoria,4008399,4006140001,4006100,"(40.761341, -73.92387)"
mn-09-120412,Link1.0,Live,120412,mn-09-120412,Manhattan,7,109,3300 BROADWAY,WEST 133 STREET,WEST 134 STREET,NE,10031,C6-2,40.818813,-73.955796,4/7/17,6/14/17,Manhattanville,1059728,1019870001,1021900,"(40.818813, -73.955796)"
bk-16-145963,Link1.0,Live,145963,LINK-021932,Brooklyn,37,316,2440 FULTON STREET,VAN SINDEREN AVENUE,SACKMAN STREET,MIDBLOCK,11233,C4-5D,40.677862,-73.904301,9/30/17,1/5/18,Ocean Hill,3042309,3015540016,3036700,"(40.677862, -73.904301)"
bk-02-132668,Link1.0,Live,132668,bk-02-132668,Brooklyn,35,302,979 FULTON STREET,ST JAMES PLACE,WASHINGTON AVENUE,NW,11238,C2-4,40.682932,-73.963959,12/1/16,1/25/17,Clinton Hill,3056672,3019790052,3020100,"(40.682932, -73.963959)"
mn-06-137977,Link1.0,Live,137977,mn-06-137977,Manhattan,4,106,650 3 AVENUE,EAST 41 STREET,EAST 42 STREET,NW,10017,C5-3,40.750378,-73.974888,2/7/16,2/29/16,Murray Hill-Kips Bay,1036153,1012967502,1008000,"(40.750378, -73.974888)"
mn-08-121051,Link1.0,Live,121051,mn-08-121051,Manhattan,4,108,40 EAST 83 STREET,MADISON AVENUE,PARK AVENUE,SE,10028,C5-1,40.778795,-73.960116,2/4/18,5/17/18,Upper East Side-Carnegie Hill,1046768,1014940050,1014200,"(40.778795, -73.960116)"
bx-05-145839,Link1.0,Live,145839,LINK-018394,Bronx,14,205,69 EAST 176 STREET,TOWNSEND AVENUE,WALTON AVENUE,NW,10453,C1-4,40.84833,-73.9099,4/22/17,6/13/17,Mount Hope,2008227,2028510035,2023301,"(40.84833, -73.9099)"
mn-08-107971,Link1.0,Live,107971,mn-08-107971,Manhattan,5,108,1410 1 AVENUE,EAST 74 STREET,EAST 75 STREET,MIDBLOCK,10021,C1-9,40.769506,-73.954609,5/31/18,2/8/19,Lenox Hill-Roosevelt Island,1045891,1014697501,1013200,"(40.769506, -73.954609)"
mn-10-142513,Link1.0,Live,142513,mn-10-142513,Manhattan,9,110,2197 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 130 STREET,WEST 131 STREET,SE,10027,C1-4,40.811973,-73.945917,10/29/16,12/16/16,Central Harlem North-Polo Grounds,1058008,1019140061,1022400,"(40.811973, -73.945917)"
mn-07-121406,Public Payphones,Live,121406,SC90265,Manhattan,6,107,621 WEST END AVENUE,,,,10024,R10A,40.791576,-73.976024,12/1/71,12/1/71,Upper West Side,1034081,1012510018,1017900,"(40.791576, -73.976024)"
mn-06-121522,Link1.0,Live,121522,mn-06-121522,Manhattan,4,106,560 3 AVENUE,EAST 37 STREET,EAST 38 STREET,NW,10016,C1-9,40.747788,-73.976777,2/6/16,3/21/16,Murray Hill-Kips Bay,1019099,1008930041,1008000,"(40.747788, -73.976777)"
mn-04-122623,Link1.0,Live,122623,mn-04-122623,Manhattan,3,104,947 8 AVENUE,WEST 56 STREET,WEST 55 STREET,SW,10019,C6-4,40.766011,-73.983548,3/10/16,7/7/16,Clinton,1080917,1010460036,1013900,"(40.766011, -73.983548)"
mn-05-122628,Link1.0,Live,122628,mn-05-122628,Manhattan,3,105,266 WEST 58 STREET,8 AVENUE,BROADWAY,SE,10019,C5-3,40.767271,-73.982247,3/10/16,3/30/16,Midtown-Midtown South,1024900,1010297501,1013700,"(40.767271, -73.982247)"
bk-02-126506,Link1.0,Live,126506,bk-02-126506,Brooklyn,33,302,339 LIVINGSTON STREET,FLATBUSH AVENUE,NEVINS STREET,NW,11217,C6-4,40.687649,-73.980424,11/13/16,7/26/17,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000483,3001620001,3003700,"(40.687649, -73.980424)"
mn-07-133393,Link1.0,Live,133393,mn-07-133393,Manhattan,6,107,2245 BROADWAY,WEST 80 STREET,WEST 81 STREET,NW,10024,C4-6A,40.784712,-73.979564,11/5/16,11/21/16,Upper West Side,1081047,1012280008,1016700,"(40.784712, -73.979564)"
mn-09-141129,Link1.0,Live,141129,mn-09-141129,Manhattan,7,109,3457 BROADWAY,WEST 141 STREET,WEST 140 STREET,SW,10031,C1-4,40.823821,-73.952581,5/9/17,7/13/17,Hamilton Heights,1062321,1020880036,1022500,"(40.823821, -73.952581)"
mn-02-123585,Link1.0,Live,123585,9075,Manhattan,3,102,623 HUDSON STREET,JANE STREET,HORATIO STREET,NW,10014,C1-6,40.738278,-74.005671,8/7/18,1/17/19,West Village,1011645,1006260012,1007900,"(40.738278, -74.005671)"
mn-05-133550,Link1.0,Live,133550,mn-05-133550,Manhattan,4,105,126 EAST 41 STREET,LEXINGTON AVENUE,PARK AVENUE,SW,10017,C5-3,40.750833,-73.976817,2/4/17,5/19/17,Murray Hill-Kips Bay,1036150,1012950058,1008000,"(40.750833, -73.976817)"
mn-07-133404,Link1.0,Live,133404,mn-07-133404,Manhattan,6,107,2160 BROADWAY,WEST 76 STREET,WEST 77 STREET,NE,10023,C4-6A,40.781853,-73.980836,5/25/16,6/27/16,Upper West Side,1030861,1011680022,1016300,"(40.781853, -73.980836)"
mn-12-111616,Link1.0,Live,111616,mn-12-111616,Manhattan,7,112,3823 BROADWAY,WEST 159 STREET,WEST 160 STREET,NW,10032,C4-4,40.835546,-73.944011,2/25/18,5/21/18,Washington Heights South,1063349,1021370001,1024500,"(40.835546, -73.944011)"
bk-16-155305,Link1.0,Live,,,Brooklyn,42,316,130 NEW LOTS AVENUE,JUNIUS STREET,POWELL STREET,S,11212,M1-1,40.65854,-73.90035,12/6/22,10/3/24,Brownsville,3421599,3038630039,,"(40.65854, -73.90035)"
mn-07-120266,Link1.0,Live,120266,mn-07-120266,Manhattan,6,107,2781 BROADWAY,WEST 107 STREET,WEST 108 STREET,NW,10025,C2-8A,40.802455,-73.968149,5/20/16,7/1/16,Morningside Heights,1057283,1018920045,1019500,"(40.802455, -73.968149)"
qu-04-145899,Link1.0,Live,145899,LINK-019902,Queens,25,404,81-02 PETTIT AVENUE,BROADWAY,LAYTON STREET,NE,11373,C1-3,40.743563,-73.883789,8/5/17,8/31/17,Elmhurst,4037311,4015090041,4026902,"(40.743563, -73.883789)"
mn-05-133354,Link1.0,Live,133354,mn-05-133354,Manhattan,3,105,1515 BROADWAY,WEST 45 STREET,WEST 44 STREET,NW,10036,C6-7T,40.757666,-73.985878,12/18/16,3/5/18,Midtown-Midtown South,1024714,1010160036,1011900,"(40.757666, -73.985878)"
qu-09-145982,Link1.0,Live,145982,LINK-021536,Queens,29,409,119-01 METROPOLITAN AVENUE,LEFFERTS BOULEVARD,BREVOORT STREET,NE,11415,C1-3,40.706151,-73.831579,10/14/17,2/21/18,Kew Gardens,4192739,4092300017,4013600,"(40.706151, -73.831579)"
bk-09-126475,Link1.0,Live,126475,bk-09-126475,Brooklyn,40,309,340 EMPIRE BOULEVARD,NOSTRAND AVENUE,NEW YORK AVENUE,SE,11225,C1-3,40.663827,-73.950775,2/23/17,4/13/17,Prospect Lefferts Gardens-Wingate,3034835,3013160008,3032900,"(40.663827, -73.950775)"
bx-05-111414,Link1.0,Live,111414,bx-05-111414,Bronx,14,205,8 WEST BURNSIDE AVENUE,JEROME AVENUE,DAVIDSON AVENUE,MIDBLOCK,10453,C1-4,40.853764,-73.907899,12/6/16,1/17/17,University Heights-Morris Heights,2008401,2028630032,2024300,"(40.853764, -73.907899)"
bk-03-145760,Link1.0,Live,145760,LINK-018117,Brooklyn,36,303,1591 FULTON STREET,MARCUS GARVEY BOULEVARD,ALBANY AVENUE,NW,11216,C2-4,40.679815,-73.937627,3/2/17,4/10/17,Stuyvesant Heights,3053698,3018590033,3027300,"(40.679815, -73.937627)"
mn-07-134640,Link1.0,Live,134640,mn-07-134640,Manhattan,6,107,574 COLUMBUS AVENUE,WEST 88 STREET,WEST 87 STREET,SW,10024,C1-9,40.787698,-73.971413,2/26/18,4/30/18,Upper West Side,1032247,1012180036,1017300,"(40.787698, -73.971413)"
mn-12-113582,Link1.0,Live,113582,mn-12-113582,Manhattan,10,112,1648 ST. NICHOLAS AVENUE,WEST 192 STREET,WEST 193 STREET,E,10040,C1-4,40.856421,-73.928415,12/1/17,2/20/18,Washington Heights North,1063868,1021610017,1027700,"(40.856421, -73.928415)"
mn-05-121991,Link1.0,Live,121991,mn-05-121991,Manhattan,3,105,550 7 AVENUE,WEST 39 STREET,WEST 40 STREET,NW,10018,M1-6,40.754311,-73.98833,11/12/16,1/18/17,Midtown-Midtown South,1014501,1007890036,1011300,"(40.754311, -73.98833)"
qu-09-145890,Link1.0,Live,145890,LINK-021399,Queens,29,409,87-02 114 STREET,JAMAICA AVENUE,89 AVENUE,SW,11418,C2-4,40.698095,-73.834847,7/22/17,9/1/17,Richmond Hill,4194946,4093030009,4012400,"(40.698095, -73.834847)"
mn-04-139205,Link1.0,Live,139205,mn-04-139205,Manhattan,3,104,771 8 AVENUE,WEST 47 STREET,WEST 48 STREET,NW,10036,C6-4,40.760563,-73.987515,3/6/16,4/15/16,Clinton,1025100,1010380029,1012700,"(40.760563, -73.987515)"
mn-05-138006,Link1.0,Live,138006,mn-05-138006,Manhattan,3,105,750 6 AVENUE,WEST 25 STREET,WEST 24 STREET,NE,10010,C6-4X,40.743706,-73.992084,9/24/17,12/4/17,Hudson Yards-Chelsea-Flatiron-Union Square,1085951,1008260001,1005800,"(40.743706, -73.992084)"
bk-01-109262,Link1.0,Live,109262,bk-01-109262,Brooklyn,34,301,101 GRAHAM AVENUE,MCKIBBIN STREET,SEIGEL STREET,SW,11206,C1-3,40.70506,-73.942918,4/28/17,5/23/17,East Williamsburg,3325892,3030880015,3049100,"(40.70506, -73.942918)"
mn-03-123800,Link1.0,Live,123800,mn-03-123800,Manhattan,2,103,344 EAST 14 STREET,1 AVENUE,2 AVENUE,SW,10003,C1-6A,40.731539,-73.983246,10/16/16,12/16/16,East Village,1006521,1004550029,1004000,"(40.731539, -73.983246)"
qu-06-124184,Link1.0,Live,124184,qu-06-124184,Queens,29,406,116-12 QUEENS BOULEVARD,77 AVENUE,78 AVENUE,SW,11375,C4-2,40.715758,-73.833513,7/20/16,7/29/16,Forest Hills,4079980,4033460001,4076902,"(40.715758, -73.833513)"
mn-09-120434,Link1.0,Live,120434,mn-09-120434,Manhattan,7,109,546 WEST 147 STREET,BROADWAY,AMSTERDAM AVENUE,SE,10031,C1-4,40.82758,-73.949288,8/1/16,8/22/16,Hamilton Heights,1061968,1020780061,1023300,"(40.82758, -73.949288)"
mn-09-120545,Link1.0,Live,120545,mn-09-120545,Manhattan,7,109,1238 AMSTERDAM AVENUE,WEST 121 STREET,WEST 120 STREET,SW,10027,C1-4,40.809965,-73.958889,7/30/16,9/28/16,Morningside Heights,1059647,1019750029,1020300,"(40.809965, -73.958889)"
mn-07-121161,Link1.0,Live,121161,mn-07-121161,Manhattan,6,107,338 COLUMBUS AVENUE,WEST 76 STREET,WEST 77 STREET,NW,10024,C1-8A,40.780148,-73.976932,2/9/18,6/5/18,Upper West Side,1030178,1011480014,1016100,"(40.780148, -73.976932)"
qu-06-145766,LINK1.0,Removed Pending Reinstall,145766,LINK-018045,Queens,29,406,98-38 QUEENS BOULEVARD,65 ROAD,66 AVENUE,SW,11374,C1-2,40.72785,-73.856848,3/4/17,4/10/17,Forest Hills,4072159,4030860014,4071306,"(40.72785, -73.856848)"
mn-07-134421,Link1.0,Live,134421,mn-07-134421,Manhattan,6,107,2697 BROADWAY,WEST 103 STREET,WEST 102 STREET,SW,10025,C1-5,40.799042,-73.968809,9/10/17,11/3/17,Upper West Side,1056548,1018740052,1019100,"(40.799042, -73.968809)"
bk-08-127080,LINK1.0,Removed Pending Reinstall,127080,bk-08-127080,Brooklyn,35,308,27 6 AVENUE,PACIFIC STREET,DEAN STREET,NE,11217,C4-4A,40.682133,-73.973933,12/8/17,2/14/18,Prospect Heights,3027605,3011280004,3016100,"(40.682133, -73.973933)"
qu-04-145788,Link1.0,Live,145788,LINK-018037,Queens,25,404,90-20 QUEENS BOULEVARD,WOODHAVEN BOULEVARD,57 AVENUE,SW,11373,C1-2,40.733342,-73.870838,3/11/17,4/10/17,Elmhurst,4457337,4028570074,4047500,"(40.733342, -73.870838)"
mn-08-121697,Link1.0,Live,121697,mn-08-121697,Manhattan,5,108,400 EAST 63 STREET,1 AVENUE,YORK AVENUE,SE,10065,C1-9,40.761993,-73.959998,12/8/17,12/8/20,Lenox Hill-Roosevelt Island,1045317,1014570045,1010602,"(40.761993, -73.959998)"
bk-06-127417,Link1.0,Live,127417,bk-06-127417,Brooklyn,39,306,739 UNION STREET,5 AVENUE,6 AVENUE,NE,11217,C1-4,40.676409,-73.98029,3/11/17,4/3/17,Park Slope-Gowanus,3019760,3009530001,3013100,"(40.676409, -73.98029)"
mn-03-137382,Link1.0,Live,137382,mn-03-137382,Manhattan,2,103,68 2 AVENUE,EAST 4 STREET,EAST 3 STREET,SE,10003,C2-5,40.726049,-73.989403,9/2/16,9/15/16,East Village,1006168,1004450009,1003800,"(40.726049, -73.989403)"
mn-04-122482,Link1.0,Live,122482,mn-04-122482,Manhattan,6,104,849 10 AVENUE,WEST 56 STREET,WEST 55 STREET,SW,10019,C2-7,40.768406,-73.989215,9/23/17,12/4/17,Clinton,1087635,1010840025,1013500,"(40.768406, -73.989215)"
mn-06-121369,Link1.0,Live,121369,mn-06-121369,Manhattan,4,106,770 2 AVENUE,EAST 41 STREET,EAST 42 STREET,NE,10017,C5-2,40.749203,-73.972507,8/26/17,12/4/17,Turtle Bay-East Midtown,1038650,1013340001,1008800,"(40.749203, -73.972507)"
qu-02-142124,Link1.0,Live,142124,qu-02-142124,Queens,26,402,43-02 QUEENS BOULEVARD,43 STREET,44 STREET,SE,11104,C1-4,40.743221,-73.921257,11/19/16,2/2/17,Hunters Point-Sunnyside-West Maspeth,4001992,4001680026,4018300,"(40.743221, -73.921257)"
mn-06-121688,Link1.0,Live,121688,mn-06-121688,Manhattan,4,106,966 1 AVENUE,EAST 53 STREET,EAST 54 STREET,NE,10022,C1-5,40.755812,-73.964595,4/23/18,1/23/19,Turtle Bay-East Midtown,1040162,1013657501,1008603,"(40.755812, -73.964595)"
mn-07-121337,Link1.0,Live,121337,mn-07-121337,Manhattan,6,107,111 WEST 68 STREET,BROADWAY,COLUMBUS AVENUE,NE,10023,C4-6A,40.77539,-73.981829,5/5/16,7/18/16,Lincoln Square,1028937,1011400026,1015300,"(40.77539, -73.981829)"
mn-07-133487,Link1.0,Live,133487,mn-07-133487,Manhattan,6,107,153 WEST 69 STREET,BROADWAY,AMSTERDAM AVENUE,NW,10023,C4-6A,40.776473,-73.98243,4/26/16,7/19/16,Lincoln Square,1029632,1011410013,1015300,"(40.776473, -73.98243)"
qu-13-115284,Link5G_Ad,Live,115284,75028,Queens,31,413,138-89 FRANCIS LEWIS BOULEVARD,Francis Lewis Blvd,138th Ave,E,11422,C1-3,40.6669,-73.73661,2/9/24,10/3/24,Rosedale,4284715,4132560010,4063800,"(40.6669, -73.73661)"
mn-07-107980,Link1.0,Live,107980,mn-07-107980,Manhattan,7,107,975 COLUMBUS AVENUE,WEST 107 STREET,WEST 108 STREET,SE,10025,C1-5,40.800405,-73.961891,4/3/18,5/31/18,Morningside Heights,1055704,1018430061,1019300,"(40.800405, -73.961891)"
mn-06-136682,Link1.0,Live,136682,mn-06-136682,Manhattan,4,106,828 2 AVENUE,EAST 44 STREET,EAST 45 STREET,NE,10017,C1-9,40.751188,-73.971061,1/27/18,4/18/18,Turtle Bay-East Midtown,1076275,1013370001,1009000,"(40.751188, -73.971061)"
mn-10-142813,Link1.0,Live,142813,mn-10-142813,Manhattan,9,110,2306 FREDERICK DOUGLASS BOULEVARD,WEST 124 STREET,WEST 123 STREET,SE,10027,C4-4D,40.809268,-73.951708,9/24/16,10/14/16,Central Harlem South,1087917,1019297504,1022200,"(40.809268, -73.951708)"
mn-04-144139,Link1.0,Live,144139,mn-04-144139,Manhattan,3,104,989 8 AVENUE,WEST 57 STREET,WEST 58 STREET,SW,10019,C6-6,40.767358,-73.982564,7/20/16,8/3/16,Clinton,1026054,1010480033,1013900,"(40.767358, -73.982564)"
mn-11-120229,Link1.0,Live,120229,mn-11-120229,Manhattan,8,111,2105 3 AVENUE,EAST 115 STREET,EAST 116 STREET,NE,10029,C4-4D,40.797303,-73.940337,2/22/16,3/22/16,East Harlem North,1052515,1016650001,1018800,"(40.797303, -73.940337)"
mn-07-135057,Link1.0,Live,135057,mn-07-135057,Manhattan,6,107,661 COLUMBUS AVENUE,WEST 92 STREET,WEST 93 STREET,NE,10025,C1-9,40.790444,-73.969155,5/1/18,10/1/20,Upper West Side,1031627,1012060001,1017700,"(40.790444, -73.969155)"
BK-04-159995,Link5G_Ad,Live,,,Brooklyn,37,304,150 STANHOPE STREET,WILSON AVENUE,DEKALB AVENUE,S,11221,C2-3,40.698839,-73.922181,11/30/23,3/6/24,Bushwick North,307378,3032450001,421,"(40.698839, -73.922181)"
bk-04-109283,Link5G_Ad,Live,109283,74101,Brooklyn,37,304,1503 GATES AVENUE,GATES AVENUE,LINDEN STREET,N,11237,C2-3,40.69852,-73.91338,1/29/24,4/12/24,Bushwick North,3076498,3033360030,3043900,"(40.69852, -73.91338)"
si-01-153319,Link1.0,Live,,,Staten Island,49,501,455 FRONT STREET,WATER STREET,CANAL STREET,MIDBLOCK,10304,C4-2,40.627192,-74.074112,10/25/22,2/7/23,Stapleton-Rosebank,,5004870005,,"(40.627192, -74.074112)"
mn-07-135581,Link1.0,Live,135581,mn-07-135581,Manhattan,7,107,782 AMSTERDAM AVENUE,WEST 98 STREET,WEST 99 STREET,NW,10025,C1-5,40.795544,-73.969419,6/30/17,8/7/17,Upper West Side,1056400,1018700030,1018700,"(40.795544, -73.969419)"
mn-05-122166,Link1.0,Live,122166,mn-05-122166,Manhattan,4,105,132 WEST 40 STREET,BROADWAY,6 AVENUE,SE,10018,C5-3,40.754144,-73.986581,4/2/17,7/21/17,Midtown-Midtown South,1015281,1008150046,1011300,"(40.754144, -73.986581)"
mn-10-119988,Link1.0,Live,119988,mn-10-119988,Manhattan,9,110,2190 FREDERICK DOUGLASS BOULEVARD,WEST 118 STREET,WEST 119 STREET,NE,10026,C1-4,40.805792,-73.954263,6/17/17,8/18/17,Central Harlem South,1058408,1019240001,1022000,"(40.805792, -73.954263)"
mn-05-137157,Link1.0,Live,137157,mn-05-137157,Manhattan,4,105,159 WEST 52 STREET,7 AVENUE,6 AVENUE,NE,10019,C6-6,40.76221,-73.981881,6/11/17,4/4/18,Midtown-Midtown South,1023159,1010050001,1013100,"(40.76221, -73.981881)"
mn-01-122275,Link1.0,Live,122275,mn-01-122275,Manhattan,1,101,250 CHURCH STREET,LEONARD STREET,FRANKLIN STREET,NW,10013,C6-2A,40.717805,-74.005815,4/19/18,5/24/18,SoHo-TriBeCa-Civic Center-Little Italy,1001971,1001770002,1003300,"(40.717805, -74.005815)"
bx-04-145925,Link1.0,Live,145925,LINK-019379,Bronx,14,204,1579 JEROME AVENUE,WEST MT EDEN AVENUE,GOBLE PLACE,SW,10452,C8-3,40.844258,-73.914961,9/16/17,1/12/18,West Concourse,2008329,2028590044,2020900,"(40.844258, -73.914961)"
mn-03-137963,Link1.0,Live,137963,mn-03-137963,Manhattan,1,103,122B ORCHARD STREET,DELANCEY STREET,RIVINGTON STREET,NE,10002,C4-4A,40.719504,-73.989474,11/4/16,12/28/16,Chinatown,1005303,1004100002,1001800,"(40.719504, -73.989474)"
bk-06-125912,Link1.0,Live,125912,bk-06-125912,Brooklyn,39,306,500 5 AVENUE,12 STREET,13 STREET,SW,11215,C4-3A,40.667305,-73.987979,3/6/17,4/3/17,Park Slope-Gowanus,3023160,3010280037,3013900,"(40.667305, -73.987979)"
mn-07-120267,Link1.0,Live,120267,mn-07-120267,Manhattan,6,107,300 WEST 108 STREET,BROADWAY,RIVERSIDE DRIVE,SW,10025,C1-5,40.802984,-73.967855,10/8/16,10/25/16,Morningside Heights,1057285,1018920049,1019500,"(40.802984, -73.967855)"
bx-01-145819,Link1.0,Live,145819,LINK-018220,Bronx,17,201,135 EAST 146 STREET,GERARD AVENUE,WALTON AVENUE,NW,10451,M1-4/R8A,40.817512,-73.928886,4/15/17,6/28/17,West Concourse,2001088,2023500024,2006300,"(40.817512, -73.928886)"
bk-01-146006,Link1.0,Live,146006,LINK-021233,Brooklyn,34,301,175 GRAND STREET,BEDFORD AVENUE,DRIGGS AVENUE,NE,11211,C2-4,40.714498,-73.961096,11/30/17,2/1/18,North Side-South Side,3062647,3023810035,3055300,"(40.714498, -73.961096)"
bx-07-144266,Link1.0,Live,144266,LINK-012882,Bronx,11,207,3197 BAINBRIDGE AVENUE,EAST 206 STREET,EAST 207 STREET,W,10467,C2-4,40.875742,-73.879654,11/19/21,4/4/22,Norwood,2018025,2033350173,2041900,"(40.875742, -73.879654)"
mn-06-121824,Link1.0,Live,121824,mn-06-121824,Manhattan,4,106,797 3 AVENUE,EAST 49 STREET,EAST 50 STREET,NE,10022,C6-6,40.755233,-73.971032,2/8/16,3/8/16,Turtle Bay-East Midtown,1038223,1013230001,1009800,"(40.755233, -73.971032)"
mn-12-120451,Link1.0,Live,120451,mn-12-120451,Manhattan,7,112,580 WEST 156 STREET,BROADWAY,AMSTERDAM AVENUE,SE,10032,C2-4,40.833285,-73.945092,12/20/16,2/1/17,Washington Heights South,1062678,1021140005,1024100,"(40.833285, -73.945092)"
mn-05-121491,Link1.0,Live,121491,mn-05-121491,Manhattan,2,105,68 LEXINGTON AVENUE,EAST 25 STREET,EAST 26 STREET,NW,10010,C6-2A,40.741012,-73.983767,4/1/17,5/26/17,Gramercy,1018103,1008810006,1006800,"(40.741012, -73.983767)"
mn-05-137879,Link1.0,Live,137879,mn-05-137879,Manhattan,3,105,96 5 AVENUE,EAST 15 STREET,EAST 14 STREET,SW,10011,C6-4M,40.736639,-73.993282,9/30/17,4/4/18,Hudson Yards-Chelsea-Flatiron-Union Square,1015292,1008160042,1005400,"(40.736639, -73.993282)"
qu-01-146036,Link1.0,Live,146036,LINK-021018,Queens,22,401,41-19 31 AVENUE,42 STREET,41 STREET,NW,11103,C1-2,40.760686,-73.91557,12/15/17,2/26/18,Astoria,4011285,4006820001,4014900,"(40.760686, -73.91557)"
bx-05-119573,Link1.0,Live,119573,bx-05-119573,Bronx,14,205,2454 WALTON AVENUE,EAST FORDHAM ROAD,EAST 184 STREET,SE,10468,C4-4,40.862313,-73.900314,8/27/16,9/15/16,Fordham South,2014027,2031840039,2023900,"(40.862313, -73.900314)"
bx-01-146062,Link1.0,Live,146062,LINK-020596,Bronx,17,201,624 MELROSE AVENUE,EAST 152 STREET,EAST 151 STREET,MIDBLOCK,10455,C4-4,40.818017,-73.916791,2/25/18,4/25/18,Melrose South-Mott Haven North,2001345,2023740034,2006700,"(40.818017, -73.916791)"
bk-01-146047,Link1.0,Live,146047,LINK-021138,Brooklyn,34,301,1 TEN EYCK STREET,UNION AVENUE,LORIMER STREET,NE,11206,C2-4,40.709572,-73.950706,12/19/17,3/29/18,North Side-South Side,3069651,3027910001,3051300,"(40.709572, -73.950706)"
mn-06-121772,Link1.0,Live,121772,mn-06-121772,Manhattan,5,106,300 EAST 57 STREET,2 AVENUE,ED KOCH QUEENSBORO BRIDGE UPPER,SE,10022,C1-9,40.759149,-73.965162,2/24/18,6/5/18,Turtle Bay-East Midtown,1039992,1013490049,1010800,"(40.759149, -73.965162)"
mn-06-121439,Link1.0,Live,121439,mn-06-121439,Manhattan,2,106,519 2 AVENUE,EAST 28 STREET,EAST 29 STREET,SW,10016,C1-8A,40.741593,-73.978363,10/7/17,12/5/17,Murray Hill-Kips Bay,1019902,1009090034,1006600,"(40.741593, -73.978363)"
mn-08-134750,Link1.0,Live,134750,mn-08-134750,Manhattan,4,108,1031 3 AVENUE,EAST 61 STREET,EAST 62 STREET,NE,10065,C1-9,40.762896,-73.965443,3/5/16,3/29/16,Lenox Hill-Roosevelt Island,1043779,1014160001,1011000,"(40.762896, -73.965443)"
bx-07-119874,Link1.0,Live,119874,bx-07-119874,Bronx,14,207,56 WEST KINGSBRIDGE ROAD,GRAND AVENUE,AQUEDUCT AVENUE WEST,SW,10468,C1-3,40.867829,-73.899576,7/1/16,7/19/16,Kingsbridge Heights,2014680,2032150034,2026500,"(40.867829, -73.899576)"
mn-05-122591,Link1.0,Live,122591,mn-05-122591,Manhattan,3,105,270 WEST 47 STREET,8 AVENUE,BROADWAY,SE,10036,C6-4,40.760283,-73.987313,7/29/17,10/2/17,Midtown-Midtown South,1024748,1010180061,1012500,"(40.760283, -73.987313)"
qu-04-142877,Link1.0,Live,142877,qu-04-142877,Queens,25,404,88-02 QUEENS BOULEVARD,55 ROAD,56 AVENUE,SE,11373,C1-3,40.734923,-73.87546,10/14/17,11/8/17,Elmhurst,4064725,4028540009,4047500,"(40.734923, -73.87546)"
mn-09-118226,Link1.0,Live,118226,mn-09-118226,Manhattan,7,109,501 WEST 140 STREET,AMSTERDAM AVENUE,HAMILTON PLACE,NW,10031,C1-4,40.822212,-73.950118,6/11/17,7/20/17,Hamilton Heights,1061767,1020727501,1022500,"(40.822212, -73.950118)"
mn-09-134699,Link1.0,Live,134699,mn-09-134699,Manhattan,7,109,3647 BROADWAY,WEST 150 STREET,WEST 151 STREET,NW,10031,C1-4,40.829809,-73.948201,2/25/18,4/25/18,Hamilton Heights,1062449,1020970027,1023700,"(40.829809, -73.948201)"
bx-01-146053,LINK1.0,Live,146053,LINK-020509,Bronx,8,201,211 ST. ANN'S AVENUE,EAST 137 STREET,EAST 138 STREET,NW,10454,C1-4,40.806287,-73.917955,2/12/18,7/2/18,Mott Haven-Port Morris,2000051,2022650050,2002500,"(40.806287, -73.917955)"
mn-08-135869,Link1.0,Live,135869,mn-08-135869,Manhattan,5,108,1208 1 AVENUE,EAST 65 STREET,EAST 66 STREET,NE,10065,C1-9,40.763433,-73.959039,3/23/18,12/7/20,Lenox Hill-Roosevelt Island,1045391,1014600001,1011600,"(40.763433, -73.959039)"
mn-04-123537,Link1.0,Live,123537,mn-04-123537,Manhattan,3,104,61 7 AVENUE,WEST 14 STREET,WEST 15 STREET,NE,10011,C6-3A,40.738667,-73.999476,4/7/18,8/1/18,Hudson Yards-Chelsea-Flatiron-Union Square,1014515,1007900001,1008100,"(40.738667, -73.999476)"
mn-04-133655,Link1.0,Live,133655,mn-04-133655,Manhattan,3,104,252 8 AVENUE,WEST 23 STREET,WEST 22 STREET,SE,10011,C2-7A,40.745039,-73.998529,5/26/17,6/20/17,Hudson Yards-Chelsea-Flatiron-Union Square,1014140,1007720083,1009100,"(40.745039, -73.998529)"
mn-07-107263,Link1.0,Live,107263,mn-07-107263,Manhattan,6,107,720 AMSTERDAM AVENUE,WEST 95 STREET,WEST 96 STREET,NW,10025,C2-8,40.793524,-73.970887,7/28/16,10/10/16,Upper West Side,1033697,1012430029,1018300,"(40.793524, -73.970887)"
