Site ID,Planned Kiosk Type,Installation Status,Street Address,Location,Borough,Installation Complete
mn-06-121780,Link1.0,Live,1043 2 AVENUE,"(40.757975, -73.966421)",Manhattan,10/07/2017
qu-01-125116,Link1.0,Live,42-02 30 AVENUE,"(40.763, -73.913259)",Queens,05/06/2017
mn-02-123600,Link1.0,Live,1 ST. LUKE'S PLACE,"(40.730258, -74.006629)",Manhattan,11/13/2016
mn-06-121703,Link1.0,Live,1044 1 AVENUE,"(40.758113, -73.962914)",Manhattan,10/25/2017
qu-06-124242,Link1.0,Live,108-29 ASCAN AVENUE,"(40.718236, -73.840748)",Queens,12/11/2023
mn-05-123789,Link1.0,Live,25 EAST 29 STREET,"(40.744614, -73.985069)",Manhattan,01/29/2017
si-02-145809,Link1.0,Live,2115 HYLAN BOULEVARD,"(40.578802, -74.101669)",Staten Island,04/10/2017
mn-12-120646,Link1.0,Live,1340 ST. NICHOLAS AVENUE,"(40.846771, -73.935456)",Manhattan,12/06/2017
qu-01-133224,Link1.0,Live,30-01 33 STREET,"(40.76593, -73.919882)",Queens,05/12/2017
qu-01-146040,Link1.0,Live,32-01 31 AVENUE,"(40.763931, -73.922478)",Queens,12/15/2017
mn-09-120370,Link1.0,Live,600 WEST 139 STREET,"(40.822704, -73.953498)",Manhattan,07/08/2016
qu-04-132440,Link1.0,Live,77-06 QUEENS BOULEVARD,"(40.738208, -73.886253)",Queens,11/19/2016
mn-07-133406,Link1.0,Live,2130 BROADWAY,"(40.780826, -73.981173)",Manhattan,04/22/2016
bx-01-146053,LINK1.0,Live,211 ST. ANN'S AVENUE,"(40.806287, -73.917955)",Bronx,02/12/2018
qu-12-123887,Link5G_Ad,Live,188-01 LINDEN BOULEVARD,"(40.69205, -73.764014)",Queens,07/11/2022
bx-01-123215,Link1.0,Live,3012 3 AVENUE,"(40.819568, -73.913388)",Bronx,10/29/2016
mn-09-142532,Link1.0,Live,1421 AMSTERDAM AVENUE,"(40.8158, -73.954364)",Manhattan,06/20/2017
mn-06-133436,Link1.0,Live,939 3 AVENUE,"(40.760005, -73.967568)",Manhattan,02/27/2016
bx-05-153077,Link5G_Ad,Live,2110 GRAND CONCOURSE,"(40.854469, -73.901538)",Bronx,07/26/2022
mn-05-123158,Link1.0,Live,18 UNION SQUARE EAST,"(40.735187, -73.989871)",Manhattan,10/08/2016
mn-05-122166,Link1.0,Live,132 WEST 40 STREET,"(40.754144, -73.986581)",Manhattan,04/02/2017
mn-08-138052,Link1.0,Live,1550 3 AVENUE,"(40.779635, -73.953537)",Manhattan,02/22/2016
mn-09-111874,Link1.0,Live,3596 BROADWAY,"(40.828097, -73.949017)",Manhattan,07/14/2016
mn-02-123843,Link1.0,Live,268 GREENE STREET,"(40.73116, -73.994079)",Manhattan,11/04/2017
mn-09-142793,Link1.0,Live,1244 AMSTERDAM AVENUE,"(40.810163, -73.958744)",Manhattan,07/30/2016
mn-05-122056,Link1.0,Live,1273 BROADWAY,"(40.748539, -73.988218)",Manhattan,04/01/2017
mn-11-108257,Link1.0,Live,95 EAST 116 STREET,"(40.799528, -73.943527)",Manhattan,12/18/2016
mn-03-123273,Link1.0,Live,104 2 AVENUE,"(40.72746, -73.988372)",Manhattan,09/02/2016
qu-01-145951,Link1.0,Live,42-01 BROADWAY,"(40.758221, -73.91723)",Queens,09/30/2017
bk-09-126619,Link1.0,Live,856 FRANKLIN AVENUE,"(40.6688, -73.958717)",Brooklyn,11/11/2016
mn-08-138568,Link1.0,Live,344 EAST 61 STREET,"(40.760946, -73.961397)",Manhattan,04/18/2018
mn-08-136969,Link1.0,Live,650 MADISON AVENUE,"(40.763742, -73.971424)",Manhattan,01/21/2017
mn-02-138004,Link1.0,Live,260 SPRING STREET,"(40.725666, -74.006274)",Manhattan,08/01/2018
mn-09-120565,Link1.0,Live,1722 AMSTERDAM AVENUE,"(40.825419, -73.947604)",Manhattan,06/24/2016
bx-05-119569,Link1.0,Live,2454 CRESTON AVENUE,"(40.862152, -73.898396)",Bronx,06/24/2017
mn-07-134275,Link1.0,Live,124 WEST 67 STREET,"(40.774759, -73.982512)",Manhattan,04/16/2016
mn-09-136457,Link1.0,Live,1780 AMSTERDAM AVENUE,"(40.827305, -73.946226)",Manhattan,03/15/2018
qu-03-146069,Link1.0,Live,80-12 37 AVENUE,"(40.749532, -73.885832)",Queens,03/09/2018
mn-08-121023,Link1.0,Live,1460 3 AVENUE,"(40.776833, -73.955586)",Manhattan,02/15/2016
mn-05-123647,Link1.0,Live,1123 BROADWAY,"(40.743203, -73.989206)",Manhattan,10/29/2016
mn-07-134385,Link1.0,Live,2828 BROADWAY,"(40.803861, -73.966708)",Manhattan,06/27/2017
mn-05-122628,Link1.0,Live,266 WEST 58 STREET,"(40.767271, -73.982247)",Manhattan,03/10/2016
mn-07-107864,Link1.0,Live,70 WEST 71 STREET,"(40.776573, -73.979051)",Manhattan,02/21/2018
qu-04-142872,Link1.0,Live,82-10 QUEENS BOULEVARD,"(40.737206, -73.88094)",Queens,06/03/2017
bk-14-145814,Link1.0,Live,1016 FLATBUSH AVENUE,"(40.646179, -73.958203)",Brooklyn,04/08/2017
mn-07-136212,Link1.0,Live,222 WEST 83 STREET,"(40.786207, -73.977698)",Manhattan,03/29/2016
bk-06-145894,Link1.0,Live,337 5 AVENUE,"(40.672242, -73.983627)",Brooklyn,07/27/2017
qu-01-136650,Link1.0,Live,33-28 NORTHERN BOULEVARD,"(40.75191, -73.929992)",Queens,03/09/2018
qu-04-136653,Link1.0,Live,77-14 ROOSEVELT AVENUE,"(40.747153, -73.887926)",Queens,07/08/2017
mn-04-122567,Link1.0,Live,302 WEST 37 STREET,"(40.75414, -73.99234)",Manhattan,03/11/2023
bk-04-152625,Link1.0,Live,194 HARMAN STREET,"(40.698482, -73.920194)",Brooklyn,08/05/2022
mn-07-120524,Link1.0,Live,201 WEST 100 STREET,"(40.796737, -73.968647)",Manhattan,07/28/2016
bx-02-145542,Link1.0,Live,402 HUNTS POINT AVENUE,"(40.809714, -73.880704)",Bronx,12/10/2021
qu-04-136367,Link1.0,Live,86-18 ROOSEVELT AVENUE,"(40.748049, -73.879386)",Queens,08/31/2017
mn-07-136666,Link1.0,Live,980 COLUMBUS AVENUE,"(40.80069, -73.961946)",Manhattan,02/08/2018
bx-04-119157,Link1.0,Live,96 EAST 170 STREET,"(40.839445, -73.915848)",Bronx,06/09/2016
bk-02-126628,Link1.0,Live,691 FULTON STREET,"(40.68789, -73.978202)",Brooklyn,02/23/2017
qu-12-154633,Link1.0,Live,104-20 DUNKIRK STREET,"(40.705204, -73.775258)",Queens,09/19/2022
qu-06-145955,Link1.0,Live,107-15 70 ROAD,"(40.721177, -73.845607)",Queens,09/30/2017
qu-01-142694,Link1.0,Live,21-34 BROADWAY,"(40.764538, -73.930599)",Queens,03/25/2017
mn-03-123294,Link1.0,Live,150 EAST 4 STREET,"(40.725004, -73.987039)",Manhattan,03/10/2018
mn-09-111948,Link1.0,Live,1500 AMSTERDAM AVENUE,"(40.818371, -73.952755)",Manhattan,07/14/2016
mn-05-134283,Link1.0,Live,745 7 AVENUE,"(40.760527, -73.983538)",Manhattan,04/15/2017
mn-02-123589,Link1.0,Live,180 VARICK STREET,"(40.727284, -74.005407)",Manhattan,07/31/2018
bk-06-145909,Link1.0,Live,548 4 AVENUE,"(40.666904, -73.991789)",Brooklyn,07/15/2017
mn-03-123340,Link5G_Ad,Live,553 GRAND STREET,"(40.713961, -73.980202)",Manhattan,01/19/2023
si-02-125479,Link1.0,Live,1351 HYLAN BOULEVARD,"(40.595456, -74.08621)",Staten Island,07/12/2018
qu-02-141373,Link1.0,Live,48-19 VERNON BOULEVARD,"(40.743559, -73.953739)",Queens,12/15/2017
mn-06-121430,Link1.0,Live,563 2 AVENUE,"(40.743039, -73.977307)",Manhattan,02/24/2018
mn-05-122867,Link1.0,Live,4 WEST 51 STREET,"(40.759205, -73.97699)",Manhattan,02/11/2017
qu-03-133667,Link1.0,Live,81-03 ROOSEVELT AVENUE,"(40.747627, -73.884644)",Queens,07/22/2017
mn-11-120225,Link1.0,Live,1896 3 AVENUE,"(40.790862, -73.945348)",Manhattan,05/21/2016
bx-02-123176,Link5G_Ad,Live,945 ALDUS STREET,"(40.823219, -73.891694)",Bronx,02/01/2023
qu-02-158449,Link1.0,Live,52-19 QUEENS BOULEVARD,"(40.742636, -73.912044)",Queens,03/29/2023
mn-04-133373,Link1.0,Live,301 WEST 57 STREET,"(40.76694, -73.983155)",Manhattan,07/19/2016
mn-12-120457,Link1.0,Live,2017 AMSTERDAM AVENUE,"(40.834815, -73.940477)",Manhattan,07/15/2016
bk-03-145760,Link1.0,Live,1591 FULTON STREET,"(40.679815, -73.937627)",Brooklyn,03/02/2017
bk-01-145892,Link1.0,Live,145 MONTROSE AVENUE,"(40.707379, -73.943399)",Brooklyn,07/27/2017
bk-03-144136,Link5G_Ad,Live,1986 FULTON STREET,"(40.678572, -73.919)",Brooklyn,11/21/2022
mn-09-136680,Link1.0,Live,3153 BROADWAY,"(40.814505, -73.95937)",Manhattan,07/19/2016
mn-03-131017,Link1.0,Live,131 2 AVENUE,"(40.72848, -73.987876)",Manhattan,09/02/2016
mn-10-119898,Link1.0,Live,2690 FREDERICK DOUGLASS BOULEVARD,"(40.821596, -73.942699)",Manhattan,01/25/2017
qu-01-145948,Link1.0,Live,44-02 30 AVENUE,"(40.762278, -73.911717)",Queens,09/16/2017
mn-07-120609,Link1.0,Live,734 AMSTERDAM AVENUE,"(40.793962, -73.970571)",Manhattan,06/27/2017
qu-12-138109,Link1.0,Live,166-02 JAMAICA AVENUE,"(40.705847, -73.793654)",Queens,08/18/2016
mn-04-143655,Link1.0,Live,260 11 AVENUE,"(40.751234, -74.005146)",Manhattan,06/10/2017
bx-05-119598,Link1.0,Live,51 EAST TREMONT AVENUE,"(40.851329, -73.908266)",Bronx,10/20/2017
mn-08-120990,Link1.0,Live,181 EAST 73 STREET,"(40.770545, -73.960254)",Manhattan,03/05/2016
mn-12-116022,Link1.0,Live,4139 BROADWAY,"(40.846117, -73.938598)",Manhattan,02/02/2022
bk-07-145901,Link1.0,Live,875 4 AVENUE,"(40.656384, -74.002053)",Brooklyn,07/31/2017
mn-04-122075,Link1.0,Live,615 8 AVENUE,"(40.755878, -73.990933)",Manhattan,03/12/2016
bx-02-119044,Link1.0,Live,962 EAST 167 STREET,"(40.826714, -73.891644)",Bronx,02/22/2023
qu-09-104094,Link1.0,Live,104-13 JAMAICA AVENUE,"(40.695256, -73.84284)",Queens,06/03/2017
mn-01-108445,Link1.0,Live,23 WALKER STREET,"(40.719679, -74.004974)",Manhattan,11/18/2017
mn-05-107739,Link1.0,Live,795 6 AVENUE,"(40.745578, -73.991002)",Manhattan,09/10/2017
mn-07-133620,Link1.0,Live,2659 BROADWAY,"(40.798018, -73.969557)",Manhattan,09/10/2017
mn-03-108422,Link1.0,Live,113 BOWERY,"(40.71792, -73.99494)",Manhattan,08/11/2016
mn-07-137179,Link1.0,Live,222 WEST 77 STREET,"(40.782285, -73.980476)",Manhattan,05/02/2018
bk-17-126292,Link1.0,Live,3923 CHURCH AVENUE,"(40.651341, -73.940166)",Brooklyn,02/26/2018
mn-09-111652,Link1.0,Live,3480 BROADWAY,"(40.824559, -73.951597)",Manhattan,05/27/2016
bk-01-146093,Link1.0,Live,394 KENT AVENUE,"(40.710988, -73.968534)",Brooklyn,06/05/2018
qu-12-156203,Link1.0,Live,132-20 BELKNAP STREET,"(40.676288, -73.757908)",Queens,06/30/2022
qu-06-124907,Link1.0,Live,96-05 QUEENS BOULEVARD,"(40.73235, -73.86181)",Queens,01/12/2023
bx-01-131467,Link1.0,Live,436 BROOK AVENUE,"(40.812163, -73.916467)",Bronx,02/25/2018
mn-05-122171,Link1.0,Live,138 WEST 41 STREET,"(40.754851, -73.986359)",Manhattan,07/23/2016
mn-12-111670,Link1.0,Live,1441 ST. NICHOLAS AVENUE,"(40.850038, -73.933342)",Manhattan,12/05/2017
mn-05-122656,Link1.0,Live,200 WEST 52 STREET,"(40.762366, -73.982552)",Manhattan,10/15/2016
mn-10-119944,Link1.0,Live,2260 ADAM CLAYTON POWELL JR. BOULEVARD,"(40.814156, -73.944756)",Manhattan,10/26/2016
bx-02-119037,LINK1.0,Removed Pending Reinstall,1055 EAST 163 STREET,"(40.820914, -73.890458)",Bronx,02/25/2022
mn-05-121611,Link1.0,Live,1 EAST 32 STREET,"(40.747114, -73.985245)",Manhattan,10/01/2016
bx-01-145841,Link1.0,Live,301 WALTON AVENUE,"(40.815039, -73.929885)",Bronx,04/22/2017
mn-02-133446,Link1.0,Live,835 BROADWAY,"(40.733892, -73.991056)",Manhattan,10/29/2016
mn-05-135635,Link1.0,Live,439 PARK AVENUE SOUTH,"(40.744407, -73.983132)",Manhattan,02/17/2018
mn-01-138237,Link1.0,Live,60 LAFAYETTE STREET,"(40.716682, -74.002253)",Manhattan,10/07/2017
mn-01-145538,Link1.0,Live,200 HUDSON STREET,"(40.72287, -74.00798)",Manhattan,08/05/2017
bk-01-145995,Link1.0,Live,29 SOUTH 3 STREET,"(40.713914, -73.96693)",Brooklyn,11/10/2017
mn-07-134602,Link1.0,Live,748 AMSTERDAM AVENUE,"(40.794673, -73.970051)",Manhattan,09/25/2017
mn-04-139118,Link1.0,Live,498 WEST 53 STREET,"(40.766437, -73.990262)",Manhattan,09/23/2017
mn-08-121019,Link1.0,Live,1505 3 AVENUE,"(40.778003, -73.954428)",Manhattan,03/19/2016
mn-06-121445,Link1.0,Live,442 2 AVENUE,"(40.739253, -73.979762)",Manhattan,08/09/2018
mn-09-152858,Link5G_Ad,Live,1181 AMSTERDAM AVENUE,"(40.808182, -73.95993)",Manhattan,02/18/2023
mn-05-122096,Link1.0,Live,1515 BROADWAY,"(40.757869, -73.985703)",Manhattan,12/18/2016
qu-02-142875,Link1.0,Live,37-02 QUEENS BOULEVARD,"(40.743976, -73.927772)",Queens,06/24/2017
bk-06-125930,Link1.0,Live,168 5 AVENUE,"(40.67762, -73.979738)",Brooklyn,02/24/2017
mn-06-121790,Link1.0,Live,300 EAST 48 STREET,"(40.753496, -73.969261)",Manhattan,11/14/2017
mn-08-107971,Link1.0,Live,1410 1 AVENUE,"(40.769506, -73.954609)",Manhattan,05/31/2018
bk-05-160014,Link5G_NonAd,Live,699 WILLIAMS AVENUE,"(40.658116, -73.8960033)",Brooklyn,02/27/2024
bx-07-114037,Link1.0,Live,266 EAST 205 STREET,"(40.873733, -73.879019)",Bronx,12/10/2021
qu-01-145921,Link1.0,Live,35-12 35 AVENUE,"(40.756521, -73.925215)",Queens,08/31/2017
mn-12-134406,Link1.0,Live,4366 BROADWAY,"(40.854007, -73.93365)",Manhattan,02/07/2022
mn-06-134661,Link1.0,Live,733 2 AVENUE,"(40.748121, -73.973604)",Manhattan,11/11/2017
qu-01-125170,Link1.0,Live,21-01 BROADWAY,"(40.76516, -73.931428)",Queens,03/25/2017
mn-07-121239,Link1.0,Live,236 WEST 81 STREET,"(40.785021, -73.978807)",Manhattan,04/22/2016
mn-05-122586,Link1.0,Live,790 8 AVENUE,"(40.761094, -73.986828)",Manhattan,03/24/2016
bk-04-157709,Link5G_Ad,Live,289 CENTRAL AVENUE,"(40.695701, -73.920858)",Brooklyn,11/28/2022
qu-02-145782,Link1.0,Live,10-51 JACKSON AVENUE,"(40.742631, -73.952678)",Queens,03/04/2017
mn-07-133501,Link1.0,Live,1860 BROADWAY,"(40.769816, -73.981929)",Manhattan,04/30/2016
bx-01-118944,Link1.0,Live,2914 3 AVENUE,"(40.817235, -73.915829)",Bronx,10/22/2016
mn-12-134446,Link1.0,Live,4220 BROADWAY,"(40.84904, -73.936797)",Manhattan,01/31/2022
mn-10-131051,Link1.0,Live,2097 FREDERICK DOUGLASS BOULEVARD,"(40.802607, -73.956796)",Manhattan,09/24/2016
bx-01-138789,Link1.0,Live,312 WILLIS AVENUE,"(40.810896, -73.921434)",Bronx,01/14/2018
mn-02-123540,Link1.0,Live,75 8 AVENUE,"(40.739677, -74.002735)",Manhattan,03/11/2016
mn-06-121531,Link1.0,Live,716 3 AVENUE,"(40.752623, -73.973254)",Manhattan,04/29/2017
mn-09-111936,Link1.0,Live,3680 BROADWAY,"(40.830876, -73.946986)",Manhattan,07/22/2016
mn-05-122088,Link1.0,Live,1604 BROADWAY,"(40.760641, -73.984466)",Manhattan,04/30/2016
mn-07-121257,Link1.0,Live,101 WEST 86 STREET,"(40.786654, -73.972311)",Manhattan,02/21/2018
mn-11-120233,Link1.0,Live,1987 3 AVENUE,"(40.79357, -73.943064)",Manhattan,12/19/2017
qu-01-146038,Link1.0,Live,35-19 31 AVENUE,"(40.762564, -73.919579)",Queens,12/15/2017
mn-03-139058,Link1.0,Live,29 1 AVENUE,"(40.723807, -73.988224)",Manhattan,08/26/2017
mn-05-136857,Link1.0,Live,660 LEXINGTON AVENUE,"(40.759801, -73.970072)",Manhattan,12/06/2017
qu-04-124921,Link1.0,Live,89-02 QUEENS BOULEVARD,"(40.734545, -73.874705)",Queens,11/05/2016
mn-06-121424,Link1.0,Live,681 2 AVENUE,"(40.746651, -73.974686)",Manhattan,03/18/2018
mn-05-108001,Link1.0,Live,66 WEST 21 STREET,"(40.741502, -73.993593)",Manhattan,04/14/2018
qu-07-138935,Link1.0,Live,144-76 NORTHERN BOULEVARD,"(40.764906, -73.820477)",Queens,09/17/2022
mn-07-137419,Link1.0,Live,1003 COLUMBUS AVENUE,"(40.801247, -73.961279)",Manhattan,12/12/2017
qu-03-143034,Link1.0,Live,72-01 ROOSEVELT AVENUE,"(40.746707, -73.893448)",Queens,07/08/2017
mn-01-123431,Link1.0,Live,45 LAFAYETTE STREET,"(40.716033, -74.00257)",Manhattan,07/12/2016
bx-07-153911,Link5G_Ad,Live,2861 WEBSTER AVENUE,"(40.866972, -73.884335)",Bronx,06/29/2022
bx-07-119719,Link1.0,Live,378 BEDFORD PARK BOULEVARD,"(40.867856, -73.884254)",Bronx,02/21/2022
bk-02-142293,Link1.0,Live,36 BOND STREET,"(40.688672, -73.98371)",Brooklyn,02/23/2017
mn-08-121004,Link1.0,Live,183 EAST 78 STREET,"(40.773727, -73.957965)",Manhattan,03/02/2016
qu-01-125095,Link1.0,Live,25-14 BROADWAY,"(40.7631, -73.927935)",Queens,03/25/2017
mn-05-108039,Link1.0,Live,1149 BROADWAY,"(40.744243, -73.989016)",Manhattan,10/01/2016
mn-12-131063,Link1.0,Live,590 WEST 187 STREET,"(40.852917, -73.930827)",Manhattan,12/01/2017
mn-06-138795,Link1.0,Live,416 2 AVENUE,"(40.738384, -73.980396)",Manhattan,09/28/2017
mn-07-120536,Link1.0,Live,836 AMSTERDAM AVENUE,"(40.797178, -73.968223)",Manhattan,07/30/2016
mn-11-120221,Link1.0,Live,1966 3 AVENUE,"(40.793009, -73.943784)",Manhattan,02/27/2016
si-02-146100,Link1.0,Live,1617 RICHMOND ROAD,"(40.590453, -74.100922)",Staten Island,07/12/2018
bx-01-118947,Link1.0,Live,487 EAST 156 STREET,"(40.820102, -73.912838)",Bronx,10/20/2017
bx-05-119648,Link1.0,Live,2463 VALENTINE AVENUE,"(40.861174, -73.896444)",Bronx,01/25/2017
qu-12-154850,Link1.0,Live,118-02 MERRICK BOULEVARD,"(40.686603, -73.77448)",Queens,07/06/2022
mn-05-136910,Link1.0,Live,408 8 AVENUE,"(40.74988, -73.994993)",Manhattan,05/26/2017
si-02-125465,Link1.0,Live,2212 HYLAN BOULEVARD,"(40.576541, -74.103479)",Staten Island,07/12/2018
mn-08-134740,Link1.0,Live,1475 3 AVENUE,"(40.77703, -73.955138)",Manhattan,03/02/2016
mn-08-121005,Link1.0,Live,1391 3 AVENUE,"(40.77435, -73.95709)",Manhattan,02/26/2016
qu-02-145792,Link1.0,Live,23-03 JACKSON AVENUE,"(40.746089, -73.945246)",Queens,03/11/2017
mn-05-133538,Link1.0,Live,300 MADISON AVENUE,"(40.752335, -73.979738)",Manhattan,02/11/2017
bk-06-145896,Link1.0,Live,667 WARREN STREET,"(40.680323, -73.978034)",Brooklyn,07/27/2017
bk-06-125626,Link1.0,Live,445 5 AVENUE,"(40.669018, -73.986317)",Brooklyn,02/24/2017
mn-03-123270,Link1.0,Live,190 2 AVENUE,"(40.730881, -73.985882)",Manhattan,07/02/2016
qu-12-118521,Link1.0,Live,111-18 MERRICK BOULEVARD,"(40.694055, -73.780952)",Queens,11/07/2022
bk-04-103731,Link1.0,Live,849 BROADWAY,"(40.698876, -73.938447)",Brooklyn,04/10/2018
mn-07-133634,Link1.0,Live,2482 BROADWAY,"(40.792132, -73.973409)",Manhattan,04/10/2018
bk-08-127039,Link1.0,Live,695 NOSTRAND AVENUE,"(40.673527, -73.950078)",Brooklyn,02/17/2017
mn-12-120451,Link1.0,Live,580 WEST 156 STREET,"(40.833285, -73.945092)",Manhattan,12/20/2016
mn-07-120268,Link1.0,Live,301 WEST 109 STREET,"(40.803721, -73.967381)",Manhattan,06/17/2016
si-01-125505,Link5G_Ad,Live,1595 FOREST AVENUE,"(40.624712, -74.141731)",Staten Island,10/27/2022
mn-12-100190,Link1.0,Live,565 WEST 162 STREET,"(40.837104, -73.942288)",Manhattan,11/11/2017
bk-09-153835,Link5G_Ad,Live,506 UTICA AVENUE,"(40.660758, -73.931466)",Brooklyn,06/28/2022
mn-03-123419,Link5G_Ad,Live,191 AVENUE A,"(40.729012, -73.98149)",Manhattan,02/02/2023
bx-02-118974,Link1.0,Live,798 HUNTS POINT AVENUE,"(40.816456, -73.887672)",Bronx,12/07/2021
qu-09-135034,Link1.0,Live,118-04 JAMAICA AVENUE,"(40.699754, -73.831609)",Queens,05/12/2017
bk-08-145993,Link1.0,Live,792 FRANKLIN AVENUE,"(40.671355, -73.957793)",Brooklyn,11/10/2017
bk-16-158588,Link1.0,Live,155 HERZL STREET,"(40.666322, -73.914688)",Brooklyn,11/02/2022
qu-01-125077,Link1.0,Live,37-17 BROADWAY,"(40.75949, -73.919926)",Queens,04/22/2017
mn-10-111709,Link1.0,Live,2407 FREDERICK DOUGLASS BOULEVARD,"(40.812656, -73.949489)",Manhattan,10/14/2016
mn-08-107963,Link1.0,Live,1525 3 AVENUE,"(40.7786, -73.95399)",Manhattan,02/26/2016
mn-12-120807,Link5G_Ad,Live,74 NAGLE AVENUE,"(40.860368, -73.928337)",Manhattan,07/05/2022
mn-06-134536,Link1.0,Live,201 3 AVENUE,"(40.737597, -73.98389)",Manhattan,04/29/2017
qu-12-141534,Link1.0,Live,148-07 JAMAICA AVENUE,"(40.701853, -73.806477)",Queens,08/27/2016
mn-06-134374,Link1.0,Live,479 2 AVENUE,"(40.740369, -73.979252)",Manhattan,09/26/2017
mn-06-138284,Link1.0,Live,137 EAST 24 STREET,"(40.740092, -73.983925)",Manhattan,03/19/2017
si-02-125472,Link1.0,Live,201 NEW DORP LANE,"(40.572853, -74.114087)",Staten Island,11/14/2016
qu-03-125337,Link1.0,Live,82-03 ROOSEVELT AVENUE,"(40.747729, -73.883665)",Queens,07/08/2017
mn-07-138145,Link1.0,Live,2199 BROADWAY,"(40.783121, -73.980709)",Manhattan,09/23/2017
bx-07-119564,Link1.0,Live,48 WEST FORDHAM ROAD,"(40.862644, -73.903244)",Bronx,08/13/2016
mn-12-120348,Link1.0,Live,3779 BROADWAY,"(40.834189, -73.94545)",Manhattan,12/20/2016
bx-07-119702,Link5G_Ad,Live,159 EAST GUN HILL ROAD,"(40.88108, -73.87828)",Bronx,07/29/2024
mn-10-119948,Link1.0,Live,2340 ADAM CLAYTON POWELL JR. BOULEVARD,"(40.81678, -73.942842)",Manhattan,11/05/2016
bk-14-145949,Link1.0,Live,9 SNYDER AVENUE,"(40.648607, -73.95782)",Brooklyn,09/17/2017
mn-06-138030,Link1.0,Live,203 EAST 39 STREET,"(40.748733, -73.975363)",Manhattan,05/14/2016
mn-07-121337,Link1.0,Live,111 WEST 68 STREET,"(40.77539, -73.981829)",Manhattan,05/05/2016
mn-11-120249,Link1.0,Live,150 EAST 116 STREET,"(40.798488, -73.941542)",Manhattan,09/23/2017
mn-12-119814,Link1.0,Live,1456 ST. NICHOLAS AVENUE,"(40.850248, -73.932926)",Manhattan,12/05/2017
qu-06-145961,Link1.0,Live,107-09 70 ROAD,"(40.720735, -73.845887)",Queens,09/30/2017
qu-12-138198,Link5G_Ad,Live,117-04 GUY R BREWER BLVD,"(40.684109, -73.783025)",Queens,08/25/2022
bk-07-125904,Link1.0,Live,650 5 AVENUE,"(40.662588, -73.992259)",Brooklyn,08/10/2017
bk-14-159992,Link5G_Ad,Live,1490 FLATBUSH AVENUE,"(40.63433, -73.94942)",Brooklyn,
qu-02-145785,Link1.0,Live,2116 JACKSON AVENUE,"(40.744921, -73.947663)",Queens,03/11/2017
bk-04-156543,Link1.0,Live,927 BROADWAY,"(40.697517, -73.935825)",Brooklyn,08/22/2022
bk-03-145817,Link1.0,Live,293 RALPH AVENUE,"(40.679015, -73.921802)",Brooklyn,03/31/2017
bk-06-126514,Link1.0,Live,248 FLATBUSH AVENUE,"(40.679639, -73.974371)",Brooklyn,11/03/2017
mn-12-120796,Link1.0,Live,4100 BROADWAY,"(40.844493, -73.938788)",Manhattan,03/19/2018
mn-01-136177,Link1.0,Live,55 WATER STREET,"(40.70391, -74.009082)",Manhattan,11/11/2017
bk-01-146012,Link1.0,Live,230 BERRY STREET,"(40.715227, -73.962741)",Brooklyn,11/30/2017
bx-01-146075,Link1.0,Live,250 BROOK AVENUE,"(40.807756, -73.919006)",Bronx,03/19/2018
qu-12-156367,Link1.0,Live,136-39 SPRINGFIELD BLVD,"(40.676667, -73.755654)",Queens,10/13/2022
mn-03-123816,Link1.0,Live,91 3 AVENUE,"(40.732039, -73.987938)",Manhattan,02/11/2017
qu-01-125086,Link1.0,Live,32-21 BROADWAY,"(40.761341, -73.92387)",Queens,03/25/2017
mn-04-135877,Link1.0,Live,850 10 AVENUE,"(40.768262, -73.989043)",Manhattan,09/23/2017
mn-05-133688,Link1.0,Live,800 6 AVENUE,"(40.745494, -73.990775)",Manhattan,09/24/2017
mn-08-135943,Link1.0,Live,1164 2 AVENUE,"(40.761977, -73.963213)",Manhattan,10/28/2017
mn-12-120768,Link1.0,Live,1380 ST. NICHOLAS AVENUE,"(40.848083, -73.93451)",Manhattan,04/14/2018
mn-07-134372,Link1.0,Live,2721 BROADWAY,"(40.800093, -73.968295)",Manhattan,12/06/2017
qu-01-145953,Link1.0,Live,45-18 BROADWAY,"(40.756724, -73.914383)",Queens,09/30/2017
mn-05-133550,Link1.0,Live,126 EAST 41 STREET,"(40.750833, -73.976817)",Manhattan,02/04/2017
qu-12-158794,Link1.0,Live,190-50 99 AVENUE,"(40.709917, -73.766201)",Queens,09/22/2022
mn-12-120719,Link1.0,Live,189 SHERMAN AVENUE,"(40.865079, -73.921665)",Manhattan,03/07/2023
bx-07-119713,Link1.0,Live,319 EAST 204 STREET,"(40.872581, -73.878085)",Bronx,11/19/2021
mn-05-121950,Link1.0,Live,32 EAST 50 STREET,"(40.757734, -73.975434)",Manhattan,02/11/2017
mn-11-120214,Link1.0,Live,1888 3 AVENUE,"(40.789608, -73.946262)",Manhattan,03/19/2016
qu-02-145740,Link1.0,Live,70-50 QUEENS BOULEVARD,"(40.739393, -73.892498)",Queens,02/25/2017
bk-08-127080,LINK1.0,Removed Pending Reinstall,27 6 AVENUE,"(40.682133, -73.973933)",Brooklyn,12/08/2017
qu-09-145890,Link1.0,Live,87-02 114 STREET,"(40.698095, -73.834847)",Queens,07/22/2017
mn-08-121020,Link1.0,Live,164 EAST 84 STREET,"(40.777528, -73.955153)",Manhattan,02/26/2016
